"state","year","pregnancyratelt15","pregnancyrate1517","pregnancyrate1819","pregnancyrate1519","pregnancyratelt20","pregnancyrate2024","pregnancyrate2529","pregnancyrate3034","pregnancyrate3539","pregnancyrate40plus","pregnancieslt15","pregnancies1517","pregnancies1819","pregnancies1519","pregnancieslt20","pregnancies2024","pregnancies2529","pregnancies3034","pregnancies3539","pregnancies40plus","miscarriageslt15","miscarriages1517","miscarriages1819","miscarriages1519","miscarriageslt20","miscarriages2024","miscarriages2529","miscarriages3034","miscarriages3539","miscarriages40plus","populationlt15","population1517","population1819","population1519","populationlt20","population2024","population2529","population3034","population3539","population40plus","population1544","pregnancyratetotal","miscarriagestotal","pregnanciestotal","notes","versiondate"
"NH",1992,5.9,31.3,104.9,61.5,62.7,138.2,174.3,116.8,44.8,9.2,40,630,1460,2090,2130,5550,7560,6190,2280,410,NA,80,200,290,290,800,1170,980,350,60,7059,20005,13930,33935,33935,40180,43356,52985,50956,44830,266242,90.6,3650,24130,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",1996,4.5,32.4,95.8,57.2,58.2,142.3,159.7,119.2,49.7,11,40,750,1420,2170,2210,4750,6360,5870,2810,560,NA,100,190,290,300,670,970,920,430,80,8267,23117,14850,37967,37967,33367,39835,49289,56621,50371,267450,84.4,3370,22560,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2000,2.4,22.4,82.8,46.8,47.4,132.1,165.7,128.3,54.1,12.2,20,570,1430,2000,2030,4580,5910,5740,3010,690,NA,80,200,270,270,660,910,910,470,100,9074,25459,17303,42762,42762,34664,35645,44774,55572,56067,269484,81.5,3320,21950,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2005,2,15.1,60.8,33.3,33.7,107.6,160,142.9,61.4,12,20,430,1150,1580,1600,4350,5350,5750,2940,690,NA,60,160,220,220,640,840,920,460,100,9577,28477,18868,47345,47345,40455,33431,40261,47848,57317,266657,77.5,3190,20670,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2006,2.3,15.5,60.2,33.3,33.8,111.3,162.6,135.7,62.3,12.6,20,440,1140,1590,1610,4530,5570,5210,2950,700,NA,60,160,220,230,670,870,830,470,110,9354,28686,19030,47716,47716,40748,34261,38380,47355,55742,264202,77.9,3180,20580,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2007,1.9,15.1,64.1,34.9,35.2,109.6,158.2,137.8,59.7,13.3,20,430,1240,1670,1690,4460,5570,5090,2770,720,NA,60,180,240,240,660,870,810,440,110,8989,28555,19298,47853,47853,40706,35215,36903,46380,54032,261089,77.7,3130,20290,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2008,1.4,14.3,60.5,33.3,33.5,107.8,147.6,139.2,57.3,12.4,10,400,1180,1580,1590,4390,5330,5020,2590,650,NA,60,170,230,230,650,830,800,410,100,8889,27909,19433,47342,47342,40770,36101,36076,45127,51922,257338,76,3020,19560,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2009,1.6,13.4,52.3,29.6,29.9,105.6,151,135.3,58.3,12.3,10,360,1010,1380,1390,4350,5420,4890,2520,620,NA,50,140,190,200,640,850,780,400,90,8703,27184,19373,46557,46557,41173,35856,36146,43201,50188,253121,75.8,2960,19180,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2010,1.5,11.8,50.6,28.1,28.4,101.9,140.9,136,58.2,12.8,10,310,980,1290,1310,4220,5110,4910,2390,620,NA,40,140,180,180,620,800,780,380,90,8518,26614,19385,45999,45999,41448,36295,36123,41016,48740,249621,74.4,2860,18570,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (weighted average of ME, MA, VT)"," 1 Mar 2021"
"NH",2011,1.6,11.8,44.1,25.8,26.1,100.3,143.3,135.9,60.5,12.9,10,310,880,1190,1210,4200,5240,4970,2340,620,NA,40,120,170,170,620,820,800,370,90,8284,26214,20066,46280,46280,41919,36575,36567,38714,48059,248114,74.9,2860,18580,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2012,1.6,12.1,41.3,24.8,25.1,87.7,139.4,131.5,60.3,11.7,10,310,820,1130,1150,3770,5110,4870,2250,550,NA,40,120,160,160,550,800,780,360,80,8170,25683,19948,45631,45631,43001,36686,37017,37268,46966,246569,71.8,2730,17690,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2013,NA,9.7,38.2,22.2,22.4,80.9,135.3,133,63.4,12.7,NA,240,750,990,1000,3550,5020,4980,2330,570,NA,30,110,140,140,530,790,800,370,90,8015,25136,19536,44672,44672,43870,37121,37459,36686,45332,245140,71.2,2710,17450,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2014,NA,9.2,34.2,20.2,20.3,78.7,136,135.7,63.1,11.9,NA,230,660,890,900,3530,5160,5140,2320,520,NA,30,90,120,130,520,800,820,370,80,7924,24614,19400,44014,44014,44809,37915,37855,36698,43381,244672,71.7,2710,17550,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2015,NA,8.4,33.4,19.3,19.5,71.7,136.5,138.5,66.4,13.5,NA,200,630,830,840,3230,5230,5320,2460,560,NA,30,90,120,120,480,820,850,390,90,7862,24252,18851,43103,43103,45106,38313,38421,37030,41373,243346,72.5,2730,17640,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2016,NA,7.6,30.2,17.5,17.6,67.7,128.5,140.6,66.9,12.5,NA,180,560,740,750,3050,5030,5510,2540,490,NA,20,80,100,100,450,780,880,400,70,7813,23981,18555,42536,42536,45057,39131,39229,37943,39170,243066,71.5,2690,17370,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NH",2017,NA,6.6,27.9,15.9,15.9,64.9,126.4,135.2,65.3,13.3,NA,160,510,670,670,2890,5100,5410,2540,500,NA,20,70,90,90,430,800,860,400,80,7846,23758,18321,42079,42079,44461,40340,40038,38816,37976,243710,70.2,2660,17110,"Abortion estimate based on the number of abortions among all women in the state and the proportion of abortions obtained by women of the same age in neighboring or similar states (simple average of ME, MA, VT)"," 1 Mar 2021"
"NJ",1988,20.6,70.8,164.2,108.2,111.7,178.8,190.7,134.4,55.9,11,960,11510,17840,29360,30320,54540,63060,46010,17220,3100,110,1400,2200,3600,3710,7220,9300,7010,2530,410,46386,162680,108669,271349,271349,304995,330755,342299,308047,282425,1839870,116.4,30180,214250,"Abortion estimate for 15-17-year-olds and 18-19-year-olds based on the number of abortions among all women in the state, the proportion of abortions to 15-19-year-olds in the state, and the proportion of abortions to 15-17 year-olds among 15-19 year olds in neighboring states (NY, PA)"," 1 Mar 2021"
"NJ",1992,16.5,61.5,151.8,97.7,101,185.3,185.9,142.2,63.7,12.8,780,8780,14490,23270,24050,48410,59020,51420,21380,3880,100,1110,1850,2960,3050,6390,8690,7900,3240,550,47381,142719,95406,238125,238125,261283,317525,361638,335316,303581,1817468,114.5,29820,208150,""," 1 Mar 2021"
"NJ",1996,13.4,62,154.3,96.8,99.6,186.6,189.4,151.9,71.6,16.7,690,9490,14280,23780,24470,43900,53670,54110,26210,5460,80,1180,1770,2950,3030,5600,7680,8260,3950,770,51624,153170,92595,245765,245765,235277,283318,356248,366024,327615,1814247,114.5,29280,207820,""," 1 Mar 2021"
"NJ",2000,10.8,52.4,156.3,90.9,93.2,195.3,188.3,166.2,80.4,19.2,590,8400,14750,23150,23740,46280,50980,54060,29500,6920,70,1010,1830,2840,2910,5930,7240,8210,4460,1000,54841,160197,94394,254591,254591,236994,270725,325336,366755,360275,1814676,116.5,29740,211480,""," 1 Mar 2021"
"NJ",2005,8.2,41.3,124.8,71,72.7,174.5,190.6,175.4,89.5,21.6,500,7550,12590,20140,20640,43130,50570,50760,29870,7930,50,890,1570,2460,2510,5640,7200,7740,4550,1150,61194,182913,100830,283743,283743,247102,265336,289457,333818,366754,1786210,113.6,28790,202890,""," 1 Mar 2021"
"NJ",2006,6.8,37,126.2,68.7,70.1,173.3,189.8,177.3,91.9,22.1,410,6880,12940,19830,20230,43160,50630,49630,30240,7970,50,830,1630,2450,2500,5720,7240,7580,4620,1150,60077,186109,102577,288686,288686,248981,266835,279881,329048,361238,1774669,113.7,28810,201860,""," 1 Mar 2021"
"NJ",2007,6.5,33,111.7,61.4,62.7,171,190.7,181.8,93.2,22.6,380,6150,11740,17890,18270,42940,51240,50140,29980,8010,50,760,1520,2290,2330,5710,7380,7660,4560,1160,59104,186267,105056,291323,291323,251072,268721,275801,321771,353824,1762512,113.8,28790,200590,""," 1 Mar 2021"
"NJ",2008,5.8,34.6,108.6,62.1,63.3,163.6,185,176.7,91.1,22.6,340,6340,11790,18140,18480,41430,50410,48720,28600,7810,40,770,1520,2290,2320,5500,7240,7450,4360,1140,58321,183458,108618,292076,292076,253175,272506,275740,313945,345210,1752652,111.5,28020,195460,""," 1 Mar 2021"
"NJ",2009,4.5,28.5,96.4,54,54.9,156.2,177.9,175.4,90.4,23.8,260,5170,10520,15690,15950,40270,48820,48800,27680,8000,30,650,1360,2010,2040,5350,7050,7460,4210,1160,58370,181549,109175,290724,290724,257864,274464,278132,306339,336276,1743799,108.7,27260,189520,""," 1 Mar 2021"
"NJ",2010,5.3,26.7,91.6,51.1,52.2,147.9,167.3,170.2,90.3,23.1,310,4810,9950,14760,15070,38770,46080,47980,26820,7630,40,590,1270,1870,1900,5140,6680,7360,4090,1120,58067,180324,108616,288940,288940,262173,275474,281950,296871,331006,1736414,105,26300,182350,""," 1 Mar 2021"
"NJ",2011,5.1,25.4,81.3,46.8,47.8,140.8,164.1,170.4,90.7,23.2,300,4520,8960,13490,13780,37260,45180,48490,26080,7610,30,550,1160,1710,1750,4960,6590,7440,3990,1120,57760,177832,110324,288156,288156,264562,275278,284553,287586,327614,1727749,103.3,25840,178390,""," 1 Mar 2021"
"NJ",2012,4.2,19.3,68.1,38.1,39,131.5,165.3,170,92.7,24.3,240,3380,7490,10870,11110,35310,45120,48600,26260,7820,30,430,990,1420,1450,4740,6540,7430,4010,1140,57248,175151,110019,285170,285170,268548,272924,285828,283458,321751,1717679,101.4,25310,174220,""," 1 Mar 2021"
"NJ",2013,4.1,18.2,64.7,36.1,36.9,124.3,161.8,170.6,93.5,22.9,230,3150,7000,10150,10380,33990,43960,48860,26380,7190,30,390,910,1300,1330,4540,6370,7500,4050,1060,56862,173229,108227,281456,281456,273470,271649,286393,282123,313969,1709060,99.9,24850,170760,""," 1 Mar 2021"
"NJ",2014,2.9,15.8,57.9,31.9,32.5,118.4,167.1,175.2,97.5,25.3,170,2730,6140,8870,9030,32770,45280,49970,27590,7710,20,340,800,1140,1160,4380,6510,7690,4200,1120,57357,172065,106083,278148,278148,276742,270904,285284,283141,304974,1699193,101.4,25060,172360,""," 1 Mar 2021"
"NJ",2015,2.8,16.2,58.7,32.3,32.9,116.2,169.3,178.4,99.3,26.1,160,2780,6150,8940,9090,32220,46110,50540,28330,7700,20,340,780,1120,1140,4270,6600,7740,4320,1130,56316,171715,104785,276500,276500,277248,272350,283361,285333,295122,1689914,103,25190,174000,""," 1 Mar 2021"
"NJ",2016,2.9,15.5,57.4,31.4,32,115.7,169.8,180.6,101.7,27.1,160,2640,5970,8610,8770,31890,46520,51140,29250,7730,20,310,750,1060,1080,4180,6610,7820,4460,1130,55223,170476,103905,274381,274381,275510,274023,283140,287433,285413,1679900,104.3,25270,175290,""," 1 Mar 2021"
"NJ",2017,2.3,NA,NA,28.9,29.4,110.4,165.2,181.1,102.8,28.4,130,NA,NA,7880,8010,30240,46040,51130,29800,8000,10,NA,NA,970,990,3970,6520,7780,4520,1170,55485,169143,103333,272476,272476,273844,278758,282267,289976,281357,1678678,103.2,24950,173210,""," 1 Mar 2021"
"NM",1988,11.7,79.7,194.4,124.6,126.8,220.2,178.7,107.3,46.4,11.7,130,2800,4400,7200,7330,12480,11350,6960,2730,570,20,390,640,1030,1050,1870,1740,1070,410,80,10993,35152,22621,57773,57773,56663,63497,64908,58913,48473,350227,118.3,6220,41420,""," 1 Mar 2021"
"NM",1992,12.9,84.2,195.9,128.2,130.8,236.7,181.4,105.1,47.8,12.5,160,2990,4520,7510,7670,12720,10550,7250,3150,740,20,440,670,1110,1130,1910,1620,1120,470,110,12229,35535,23053,58588,58588,53732,58151,68963,65871,59037,364342,115.5,6360,42060,""," 1 Mar 2021"
"NM",1996,12.5,72.1,168.4,108.8,111.4,201.1,175.1,99.5,45.8,12.2,180,3030,4340,7370,7550,11680,9700,6760,3370,840,20,450,660,1100,1130,1770,1500,1060,520,120,14454,41965,25792,67757,67757,58068,55375,67963,73602,68237,391002,102,6100,39890,""," 1 Mar 2021"
"NM",2000,10.2,63.4,164.7,102.7,104.8,203.5,170.7,108.1,48.6,12.8,150,2760,4540,7300,7450,12230,9790,6420,3430,920,20,410,680,1090,1110,1860,1510,1000,530,140,14472,43474,27592,71066,71066,60118,57327,59430,70709,72304,390954,102.9,6130,40250,""," 1 Mar 2021"
"NM",2005,9.9,56.7,148.6,92.8,94.7,195.1,170.1,114.6,54.7,14.4,150,2520,4260,6780,6930,13400,10600,6650,3360,1030,20,380,650,1020,1040,2030,1640,1040,520,150,14800,44400,28695,73095,73095,68670,62297,58020,61496,71557,395135,106.2,6440,41960,""," 1 Mar 2021"
"NM",2006,7.1,56.1,158.7,96,97.4,203.5,172.9,118.7,56.7,13.9,100,2530,4550,7080,7180,13930,11160,6900,3500,970,10,370,690,1060,1080,2110,1730,1080,550,140,14337,45071,28694,73765,73765,68471,64522,58162,61821,69764,396505,110.1,6690,43650,""," 1 Mar 2021"
"NM",2007,9.9,56.5,163,98.1,100,205.4,173.7,122.3,59,13.8,140,2540,4700,7240,7380,14090,11580,7150,3690,930,20,380,710,1090,1110,2130,1790,1120,570,140,14174,44969,28842,73811,73811,68569,66683,58413,62626,67484,397586,112.7,6860,44820,""," 1 Mar 2021"
"NM",2008,9.1,55.7,148.8,92.9,94.6,201.5,169.4,119.1,53.9,15.1,130,2470,4390,6870,6990,13790,11390,7090,3370,980,20,370,670,1040,1050,2100,1770,1110,520,150,13968,44395,29517,73912,73912,68422,67237,59488,62588,64964,396611,110,6710,43610,""," 1 Mar 2021"
"NM",2009,8.5,53,144.4,90.3,91.9,184.4,165.6,111.6,52.8,16.7,120,2310,4330,6640,6760,12690,11260,6800,3300,1060,20,340,660,1010,1020,1940,1750,1070,510,150,13806,43552,30019,73571,73571,68808,67997,60951,62472,63412,397211,105.4,6440,41860,""," 1 Mar 2021"
"NM",2010,6.9,46.4,129.2,80.3,81.6,173.4,155.3,111.5,55.4,15,100,2000,3850,5850,5940,12120,10640,7070,3420,950,10,300,590,880,900,1850,1660,1110,530,140,13783,43010,29812,72822,72822,69880,68513,63457,61813,62974,399459,100.5,6180,40140,""," 1 Mar 2021"
"NM",2011,7.5,40.7,116,71.6,73.1,160.6,155,109.5,53.4,15.4,100,1720,3400,5120,5220,11530,10710,7130,3250,970,10,260,520,780,790,1770,1680,1120,510,140,13724,42166,29298,71464,71464,71805,69104,65181,60893,63231,401678,96.7,6010,38820,""," 1 Mar 2021"
"NM",2012,6.6,37.2,113.9,68.4,69.7,152.7,150.3,109.5,54.1,13.7,90,1550,3240,4790,4880,11200,10330,7280,3270,860,10,230,500,730,750,1730,1620,1150,510,130,13756,41535,28438,69973,69973,73375,68736,66459,60503,62855,401901,94.1,5900,37820,""," 1 Mar 2021"
"NM",2013,4.8,33.2,103,61.4,62.4,144.4,149.1,104,52.4,12.9,70,1360,2870,4230,4300,10740,10210,7020,3160,810,NA,210,450,650,660,1670,1610,1120,500,120,14049,41071,27819,68890,68890,74335,68466,67546,60350,62483,402070,90.1,5690,36230,""," 1 Mar 2021"
"NM",2014,4.6,28.3,92.8,53.9,54.8,140,149.4,108.4,53.6,13,60,1160,2510,3670,3740,10340,10190,7370,3260,790,NA,180,390,570,570,1620,1610,1170,520,120,14082,41082,27052,68134,68134,73900,68222,67939,60886,61070,400151,89.2,5610,35690,""," 1 Mar 2021"
"NM",2015,3.5,25.3,88.6,50,50.7,138.4,150.2,110.9,55.4,13.2,50,1050,2360,3410,3450,10030,10260,7540,3430,790,NA,160,360,520,530,1560,1630,1200,540,120,13870,41501,26598,68099,68099,72485,68323,68013,61909,59983,398812,89,5570,35510,""," 1 Mar 2021"
"NM",2016,3.7,23.6,77.9,44.7,45.4,131.2,145.2,110.1,55.9,14.1,50,990,2060,3050,3100,9280,10010,7500,3540,830,NA,150,310,460,470,1440,1580,1190,560,130,13493,41797,26465,68262,68262,70732,68900,68119,63265,58842,398120,86,5360,34260,""," 1 Mar 2021"
"NM",2017,3.1,NA,NA,41.4,42,123.6,140.3,106.7,55.2,14,40,NA,NA,2810,2860,8520,9760,7220,3560,820,NA,NA,NA,430,430,1330,1540,1150,560,120,13736,41161,26877,68038,68038,68966,69582,67606,64522,58417,397131,82.4,5140,32730,""," 1 Mar 2021"
"NV",1988,16.1,86.4,216.9,139.4,142.2,237.7,195.1,110.4,49.8,10.2,100,1780,3060,4830,4930,9620,9350,5600,2120,380,10,230,410,640,650,1370,1360,810,300,50,6050,20584,14085,34669,34669,40481,47929,50762,42533,37333,253707,126.1,4550,32000,""," 1 Mar 2021"
"NV",1992,21.9,89.5,221.7,143.1,147.6,280.3,195.2,121.9,58,13,180,2050,3460,5510,5680,12130,11160,7630,3250,640,20,270,470,750,770,1690,1620,1100,450,90,7980,22899,15599,38498,38498,43269,57177,62564,55993,49432,306933,131.9,5710,40490,""," 1 Mar 2021"
"NV",1996,20.3,88.5,219.2,138.8,143.2,259.8,206.4,119.2,63.7,16.1,220,2670,4130,6800,7010,12650,12810,8940,4420,1000,30,360,570,930,950,1780,1850,1300,620,130,10702,30117,18849,48966,48966,48692,62048,74993,69476,62222,366397,127.8,6630,46840,""," 1 Mar 2021"
"NV",2000,10.9,67.1,190,115.2,117.5,225.8,189.5,130.9,63,15.7,140,2530,4610,7140,7280,14240,13580,9870,4990,1190,20,350,650,1000,1020,2050,2010,1490,720,170,13061,37672,24291,61963,61963,63047,71690,75449,79291,76208,427648,119.6,7450,51160,""," 1 Mar 2021"
"NV",2005,7.2,51.8,166.1,93.3,94.9,209.3,182.5,136.6,70.4,18.5,120,2510,4590,7090,7210,16520,15820,11670,6120,1670,20,350,650,1000,1020,2420,2390,1780,910,240,16770,48390,27611,76001,76001,78903,86646,85430,86947,90260,504187,117,8750,59010,""," 1 Mar 2021"
"NV",2006,8.4,51.8,167.2,93.7,95.5,211.6,185.3,142.2,73,18.6,150,2650,4880,7530,7670,17190,17200,12260,6660,1700,20,370,700,1070,1090,2520,2610,1870,1000,240,17387,51185,29155,80340,80340,81221,92835,86215,91230,91348,523189,119.8,9340,62680,""," 1 Mar 2021"
"NV",2007,9,49.3,162.8,90.9,92.8,205.9,186.9,145,72.4,18.3,160,2630,5020,7660,7820,17280,18060,12750,6820,1680,20,370,720,1090,1110,2540,2730,1950,1020,240,17778,53386,30851,84237,84237,83918,96650,87958,94137,91877,538777,119.5,9600,64410,""," 1 Mar 2021"
"NV",2008,8.4,48.5,144,84.7,86.5,191,176.5,135.7,69.7,18.9,150,2610,4740,7360,7510,16320,17310,12200,6640,1750,20,370,690,1060,1080,2390,2620,1860,1000,250,17591,53865,32954,86819,86819,85449,98077,89887,95207,92601,548040,112.6,9200,61730,""," 1 Mar 2021"
"NV",2009,7.4,42.7,131,76.8,78.3,180.1,168.3,132.9,68.9,18.9,130,2310,4470,6780,6910,15390,16440,12180,6550,1740,20,330,640,970,990,2240,2480,1860,980,250,17782,54129,34128,88257,88257,85445,97738,91627,95050,91795,549912,107.7,8800,59210,""," 1 Mar 2021"
"NV",2010,6.1,35,123.2,68.9,70.2,167,167.6,130.3,67.1,19.4,110,1890,4160,6050,6170,14520,16100,12120,6240,1790,10,260,600,860,880,2100,2430,1840,940,260,17917,54029,33801,87830,87830,86939,96058,93068,93123,92453,549471,103.6,8440,56940,""," 1 Mar 2021"
"NV",2011,4.2,32.5,112.1,61.9,62.8,157.8,161.7,130,68.8,23.9,70,1750,3530,5280,5350,14050,15410,12230,6240,2240,10,250,510,760,770,2040,2330,1870,940,300,17714,53766,31477,85243,85243,89032,95343,94047,90645,93653,547963,101.3,8260,55510,""," 1 Mar 2021"
"NV",2012,3.5,26.8,107.7,56.4,57.2,149.3,156.4,125.8,66.9,24.5,60,1440,3340,4780,4840,13570,14930,12030,6040,2320,NA,210,490,690,700,2000,2270,1860,920,310,17612,53662,31016,84678,84678,90867,95476,95580,90223,94908,551732,97.4,8060,53720,""," 1 Mar 2021"
"NV",2013,3.2,21.4,97.5,49.5,50.2,145.8,150.8,125.7,67.3,22.6,60,1140,3050,4190,4250,13270,14560,12220,6090,2150,NA,170,450,620,630,1970,2230,1910,930,290,17986,53407,31264,84671,84671,91031,96562,97192,90430,95057,554943,94.7,7960,52540,""," 1 Mar 2021"
"NV",2014,2.6,20.9,94.7,47.9,48.4,149.5,159.5,135,68.8,18.4,50,1120,2940,4060,4100,13630,15810,13360,6310,1750,NA,160,430,590,600,2000,2380,2050,970,260,18061,53735,31023,84758,84758,91158,99116,98947,91696,94922,560597,98,8260,54960,""," 1 Mar 2021"
"NV",2015,2.1,20.3,90.2,45.5,45.9,147.9,151.9,131.4,71.7,19.8,40,1110,2760,3870,3910,13310,15630,13240,6760,1860,NA,160,410,570,570,1980,2370,2040,1040,270,18178,54440,30660,85100,85100,90010,102884,100786,94300,94139,567219,96.5,8270,54720,""," 1 Mar 2021"
"NV",2016,2,17.2,81.3,40.2,40.6,141.5,149.4,128.9,71.3,19.8,40,950,2510,3450,3490,12540,15940,13170,6940,1840,NA,130,370,500,510,1870,2430,2050,1070,270,18070,55034,30851,85885,85885,88615,106687,102130,97341,93042,573700,94,8200,53920,""," 1 Mar 2021"
"NV",2017,2.5,NA,NA,36.4,37,140.2,144.8,127.8,69.2,20.1,50,NA,NA,3150,3190,12370,15880,13220,6950,1880,NA,NA,NA,460,470,1840,2410,2040,1070,280,18515,55161,31305,86466,86466,88194,109641,103490,100503,93550,581844,91.9,8110,53490,""," 1 Mar 2021"
"NY",1988,19.9,75.6,163.5,112.8,116.2,193,192.9,138.4,60.1,14,2200,28550,45290,73840,76040,144160,154730,107760,43060,8850,250,3450,5620,9070,9320,19080,22330,15990,6200,1190,110258,377495,277029,654524,654524,747015,802288,778485,716096,630312,4328720,123.5,74110,534590,""," 1 Mar 2021"
"NY",1992,21.1,79.3,174.7,117.9,122.1,205,203.9,151.1,71.9,17,2390,26880,40300,67190,69580,141070,156010,123280,53970,11780,280,3320,5090,8410,8690,18410,22120,18090,7770,1600,113220,339209,230742,569951,569951,688133,765201,815714,750892,692481,4282372,129.8,76690,555670,""," 1 Mar 2021"
"NY",1996,15.7,66.7,158.3,103.2,106.4,189.8,181.1,147.8,73.4,18.4,1910,23990,37730,61730,63640,113650,131120,117190,58350,13290,220,2980,4800,7780,8000,14960,18520,17340,8520,1860,121913,359628,238343,597971,597971,598790,723873,792683,795107,722097,4230521,117.5,69200,497240,""," 1 Mar 2021"
"NY",2000,12.3,56.9,139.9,90.5,92.9,184.7,181.8,155,80,21.2,1550,21220,35360,56580,58130,115390,120200,114240,63450,16350,170,2560,4470,7030,7210,15190,16970,16900,9290,2310,125802,372746,252674,625420,625420,624776,661187,737160,793110,770921,4212574,115.8,67860,487760,""," 1 Mar 2021"
"NY",2005,9.9,46.1,120.2,75.4,77.4,169.8,174.3,159.8,88.5,23.9,1320,18530,31600,50120,51450,110400,115690,104060,63230,18370,140,2170,3940,6110,6250,14540,16320,15450,9340,2600,133357,402075,262951,665026,665026,650289,663807,651342,714428,768261,4113153,112.6,64500,463200,""," 1 Mar 2021"
